source_type,username,text_raw,date,url,text_clean,sentiment_label,sentiment_score
instagram,user64,berita ini sedang ramai dibahas,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,berita ini sedang ramai dibahas,neutral,0.55
instagram,user65,angka 18000 ini rekor baru ya?,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,angka 18000 ini rekor baru ya,neutral,0.55
instagram,user66,rupiah saat ini di level 18000 per dollar,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,rupiah saat ini di level 18000 per dollar,neutral,0.55
instagram,user67,kurs dolar terus naik beberapa hari ini,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,kurs dolar terus naik beberapa hari ini,neutral,0.55
instagram,user68,berita ini sedang ramai dibahas,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,berita ini sedang ramai dibahas,neutral,0.55
instagram,user69,angka 18000 ini rekor baru ya?,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,angka 18000 ini rekor baru ya,neutral,0.55
instagram,user70,rupiah saat ini di level 18000 per dollar,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,rupiah saat ini di level 18000 per dollar,neutral,0.55
instagram,user71,semoga rupiah segera menguat kembali,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga rupiah segera menguat kembali,positive,0.82
instagram,user72,pemerintah pasti punya solusi terbaik,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,pemerintah pasti punya solusi terbaik,positive,0.82
instagram,user73,tetap optimis Indonesia bisa bangkit,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,tetap optimis indonesia bisa bangkit,positive,0.82
instagram,user74,semoga ada kebijakan yang membantu rakyat,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga ada kebijakan yang membantu rakyat,positive,0.82
instagram,user75,"Indonesia kuat, pasti bisa lewati ini",2026-06-01,https://www.instagram.com/p/C8xyzABC123/,indonesia kuat pasti bisa lewati ini,positive,0.82
instagram,user76,semoga rupiah segera menguat kembali,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga rupiah segera menguat kembali,positive,0.82
instagram,user77,pemerintah pasti punya solusi terbaik,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,pemerintah pasti punya solusi terbaik,positive,0.82
instagram,user78,tetap optimis Indonesia bisa bangkit,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,tetap optimis indonesia bisa bangkit,positive,0.82
instagram,user79,semoga ada kebijakan yang membantu rakyat,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga ada kebijakan yang membantu rakyat,positive,0.82
instagram,user80,"Indonesia kuat, pasti bisa lewati ini",2026-06-01,https://www.instagram.com/p/C8xyzABC123/,indonesia kuat pasti bisa lewati ini,positive,0.82
instagram,user81,semoga rupiah segera menguat kembali,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga rupiah segera menguat kembali,positive,0.82
instagram,user82,pemerintah pasti punya solusi terbaik,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,pemerintah pasti punya solusi terbaik,positive,0.82
instagram,user83,tetap optimis Indonesia bisa bangkit,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,tetap optimis indonesia bisa bangkit,positive,0.82
instagram,user84,semoga ada kebijakan yang membantu rakyat,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga ada kebijakan yang membantu rakyat,positive,0.82
instagram,user85,"Indonesia kuat, pasti bisa lewati ini",2026-06-01,https://www.instagram.com/p/C8xyzABC123/,indonesia kuat pasti bisa lewati ini,positive,0.82
instagram,user86,semoga rupiah segera menguat kembali,2026-06-01,https://www.instagram.com/p/C8xyzABC123/,semoga rupiah segera menguat kembali,positive,0.82
